question_id,text,ideal_answer,category,created_at,tags
3a21a76a-c8d9-4f4f-a620-b1ada4f00ad9,How would you design the data model for a simple social media feed?,"A good answer would include tables for Users, Posts, and a mapping table for Followers (user_id, follower_id). For the feed itself, they might discuss a ""fan-out-on-write"" approach where a new post is pushed to the feeds of all followers, often stored in a cache like Redis for fast retrieval.",System Design,2025-09-30T17:41:19.40046+00:00,"['system-design', 'distributed-systems', 'system-architecture', 'technical-architecture', 'scalability']"
88f80f0a-7ae5-44fd-b91e-3fbc2ab77962,A junior developer on your team is struggling with a task. How do you help them?,"A good response emphasizes mentorship over simply giving the answer. They should use techniques like pair programming, asking guiding questions to help the junior dev find the solution themselves, and pointing them to relevant documentation or resources.",Situational,2025-09-30T17:41:19.40046+00:00,"['continuous-learning', 'skill-development', 'communication', 'decision-making', 'problem-solving', 'creative-problem-solving', 'innovation']"
edf83979-7b27-47a8-a65b-346d47c23778,You are given a task with unclear requirements. What is your course of action?,"The best course of action is to seek clarification proactively. This involves talking to the product manager or tech lead, asking specific questions to resolve ambiguities, and documenting the clarified requirements before starting to code to ensure everyone is aligned.",Situational,2025-09-30T17:41:19.40046+00:00,"['troubleshooting', 'critical-thinking', 'communication', 'mentorship', 'decision-making', 'problem-solving', 'leadership']"
ee6426ad-a702-40e3-bda9-3f16f627840b,Design a system for real-time notifications.,"An ideal design would likely use WebSockets for persistent client-server connections. The architecture would include a notification service that receives events, looks up target users, and pushes messages to them through the WebSocket connection. A message queue could be used to buffer notifications before they are sent.",System Design,2025-09-30T17:41:19.40046+00:00,"['system-design', 'distributed-systems', 'system-architecture', 'technical-architecture', 'scalability']"
6a8dcb72-eae5-4244-b796-3e3394278a0b,How many golf balls can fit in a school bus?,"The goal isn't a correct number, but to see the candidate's thought process. They should break the problem down: estimate the volume of a bus, estimate the volume of a golf ball, account for packing density (they're spheres, not cubes, so there will be empty space), and state all their assumptions clearly.",Problem Solving,2025-09-30T17:41:19.40046+00:00,"['career-development', 'troubleshooting', 'leadership-potential', 'critical-thinking', 'logic-puzzles', 'problem-solving', 'analytical-thinking']"
0c8292c8-7491-42a1-a398-374ce68c6009,Design an algorithm to detect if a linked list has a cycle.,"The classic solution is Floyd's ""Tortoise and the Hare"" algorithm. Use two pointers, one moving one step at a time (the tortoise) and the other moving two steps at a time (the hare). If there is a cycle, the hare will eventually lap the tortoise and they will meet. If the hare reaches the end of the list, there is no cycle.",Problem Solving,2025-09-30T17:41:19.40046+00:00,"['system-design', 'performance-optimization', 'technical-architecture', 'logic-puzzles', 'creative-problem-solving', 'analytical-thinking', 'innovation']"
f4f8b047-416b-41e5-831a-f3c394e48576,You have a 3-gallon jug and a 5-gallon jug. How do you measure out exactly 4 gallons?,"1. Fill the 5-gallon jug. 2. Pour from the 5-gallon jug into the 3-gallon jug until it's full, leaving 2 gallons in the 5-gallon jug. 3. Empty the 3-gallon jug. 4. Pour the 2 gallons from the 5-gallon jug into the 3-gallon jug. 5. Fill the 5-gallon jug completely again. 6. Pour from the 5-gallon jug into the 3-gallon jug until it's full. Since it already had 2 gallons, you will pour exactly 1 gallon, leaving exactly 4 gallons in the 5-gallon jug.",Problem Solving,2025-09-30T17:41:19.40046+00:00,"['analytical-thinking', 'logic-puzzles', 'estimation']"
903f7ba2-6941-4667-9647-4ccc9d7d2bde,"Given a stream of data, how would you find the top K most frequent items?",This is a classic algorithm problem. A common and efficient solution is to use a hash map to store item frequencies and a min-heap of size K to keep track of the top K items. This avoids having to store and sort all frequencies.,Problem Solving,2025-09-30T17:41:19.40046+00:00,"['troubleshooting', 'critical-thinking', 'logic-puzzles', 'problem-solving', 'creative-problem-solving', 'analytical-thinking', 'innovation']"
840fd692-04dc-4edb-af10-3d3244269eab,Estimate the number of pizzas ordered in New York City every Friday.,"This is a Fermi problem. The candidate should break it down: estimate NYC's population, estimate the percentage that eats pizza, estimate the average number of pizzas per group, and the frequency they order on a Friday. The process and assumptions are more important than the final number.",Problem Solving,2025-09-30T17:41:19.40046+00:00,"['troubleshooting', 'critical-thinking', 'logic-puzzles', 'problem-solving', 'analytical-thinking']"
628bae21-ea32-40ec-954d-b64a4da31314,How would you test a traffic light system?,"A good answer covers multiple types of testing. Unit tests for the logic (e.g., timing, state transitions). Integration tests for how it interacts with pedestrian buttons or vehicle sensors. And system/end-to-end tests for the overall behavior, including edge cases like power outages or sensor failures.",Problem Solving,2025-09-30T17:41:19.40046+00:00,"['tdd-bdd', 'system-design', 'software-testing', 'technical-architecture', 'logic-puzzles', 'analytical-thinking']"
